code,context,function,category,severity,cwe,language,project_type,is_vulnerable,source
model.eval(),"    # FIXME remove this and make paste_masks_in_image run on the GPU
    torch.set_num_threads(1)
    cpu_device = torch.device(""cpu"")
    model.eval()
    metric_logger = utils.MetricLogger(delimiter=""  "")
    header = ""Test:""
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TorchVision
"checkpoint = torch.load(args.resume, map_location=""cpu"", weights_only=True)","        )

    if args.resume:
        checkpoint = torch.load(args.resume, map_location=""cpu"", weights_only=True)
        model_without_ddp.load_state_dict(checkpoint[""model""])
        optimizer.load_state_dict(checkpoint[""optimizer""])
        lr_scheduler.load_state_dict(checkpoint[""lr_scheduler""])",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TorchVision
"checkpoint = torch.load(args.resume_path, map_location=""cpu"", weights_only=True)","    # load them from checkpoint if needed
    args.start_step = 0
    if args.resume_path is not None:
        checkpoint = torch.load(args.resume_path, map_location=""cpu"", weights_only=True)
        if ""model"" in checkpoint:
            # this means the user requested to resume from a training checkpoint
            model_without_ddp.load_state_dict(checkpoint[""model""])",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TorchVision
"checkpoint = torch.load(args.resume_path, map_location=""cpu"", weights_only=True)","    # load them from checkpoint if needed
    args.start_step = 0
    if args.resume_path is not None:
        checkpoint = torch.load(args.resume_path, map_location=""cpu"", weights_only=True)
        if ""model"" in checkpoint:
            # this means the user requested to resume from a training checkpoint
            model_without_ddp.load_state_dict(checkpoint[""model""])",pickle_load,ML-pickle_load,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TorchVision
model.eval(),"    header=None,
):
    """"""Helper function to compute various metrics (epe, etc.) for a model on a given dataset.""""""
    model.eval()
    header = header or ""Test:""
    device = torch.device(args.device)
    metric_logger = utils.MetricLogger(delimiter=""  "")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TorchVision
"checkpoint = torch.load(args.checkpoint, map_location=torch.device(""cpu""), weights_only=True)","    utils.setup_ddp(args)

    if not args.weights:
        checkpoint = torch.load(args.checkpoint, map_location=torch.device(""cpu""), weights_only=True)
        if ""model"" in checkpoint:
            experiment_args = checkpoint[""args""]
            model = torchvision.prototype.models.depth.stereo.__dict__[experiment_args.model](weights=None)",torch.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TorchVision
model.eval(),"    """"""Helper function to compute various metrics (epe, etc.) for a model on a given dataset.
    We process as many samples as possible with ddp.
    """"""
    model.eval()
    header = header or ""Test:""
    device = torch.device(args.device)
    metric_logger = utils.MetricLogger(delimiter=""  "")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TorchVision
m.eval(),"def freeze_batch_norm(model):
    for m in model.modules():
        if isinstance(m, torch.nn.BatchNorm2d):
            m.eval()


def unfreeze_batch_norm(model):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TorchVision
"model.compile(optimizer='adam', loss='binary_crossentropy')","      kernel_initializer='ones',
      name=layer_name_prefix + '2')(dense1)
  model = tf_keras.models.Model(inputs=[input_tensor], outputs=[output])
  model.compile(optimizer='adam', loss='binary_crossentropy')
  model.predict(tf.ones((1, 3)), steps=1)

  if h5_path:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    model.add(tf_keras.layers.Reshape([2, 3], input_shape=[6]))
    model.add(tf_keras.layers.LSTM(10))
    model.add(tf_keras.layers.Dense(1, activation='sigmoid'))
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict(tf.ones((1, 6)), steps=1)
    return model
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    model = tf_keras.Sequential()
    model.add(tf_keras.layers.Dense(6, input_shape=[10], activation='relu'))
    model.add(self._createSimpleSequentialModel())
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict(tf.ones((1, 10)), steps=1)
    return model
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    y = tf_keras.layers.Concatenate()([input1, input2])
    y = tf_keras.layers.Dense(4, activation='softmax')(y)
    model = tf_keras.Model([input1, input2], y)
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict([tf.ones((1, 8)), tf.ones((1, 10))], steps=1)
    return model
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","      model = tf_keras.Sequential()
      model.add(tf_keras.layers.Dense(10, activation='relu', input_shape=[4]))
      model.add(tf_keras.layers.Dense(1, activation='sigmoid'))
      model.compile(optimizer='adam', loss='binary_crossentropy')
      model.predict(tf.ones((1, 4)), steps=1)

      h5_path = os.path.join(self._tmp_dir, 'model.h5')",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","      model = tf_keras.Sequential()
      model.add(tf_keras.layers.Dense(10, activation='relu', input_shape=[4]))
      model.add(tf_keras.layers.Dense(1, activation='sigmoid'))
      model.compile(optimizer='adam', loss='binary_crossentropy')
      model.predict(tf.ones((1, 4)), steps=1)

      h5_path = os.path.join(self._tmp_dir, 'model.h5')",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(loss='mean_squared_error', optimizer='sgd')","    model = tf_keras.Model(t_input, t_output)

    # `tf_keras.Model`s must be compiled before they can be saved.
    model.compile(loss='mean_squared_error', optimizer='sgd')

    conversion.save_keras_model(model, self._tmp_dir)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(loss='mean_squared_error', optimizer='sgd')","    model = tf_keras.Sequential([tf_keras.layers.Dense(1, input_shape=[2])])

    # `tf_keras.Model`s must be compiled before they can be saved.
    model.compile(loss='mean_squared_error', optimizer='sgd')

    conversion.save_keras_model(model, self._tmp_dir)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
TFHUB_VALID_URL_REGEX = re.compile(,"from tensorflowjs.converters import common

# regex for recognizing valid url for TFHub module.
TFHUB_VALID_URL_REGEX = re.compile(
    # http:// or https://
    r'^(http)s?://', re.IGNORECASE)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"outer_model.compile(loss='binary_crossentropy', optimizer='sgd')","      outer_model = tf_keras.Sequential()
      outer_model.add(inner_model)
      outer_model.add(tf_keras.layers.Dense(1, activation='sigmoid'))
      outer_model.compile(loss='binary_crossentropy', optimizer='sgd')

      x = np.ones([1, 3], dtype=np.float32)
      predict_out = outer_model.predict(x)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(loss='binary_crossentropy', optimizer='sgd')","      y = tf_keras.layers.Dense(1, activation='sigmoid')(y)

      model = tf_keras.Model([input1, input2], y)
      model.compile(loss='binary_crossentropy', optimizer='sgd')

      input1_val = np.ones([1, 4])
      input2_val = np.ones([1, 10])",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(loss='binary_crossentropy', optimizer='sgd')","      y = tf_keras.layers.Dense(1, activation='sigmoid')(y)

      model = tf_keras.Model([input1, input2], y)
      model.compile(loss='binary_crossentropy', optimizer='sgd')

      input1_val = np.ones([1, 4])
      input2_val = np.ones([1, 10])",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    model.add(tf_keras.layers.Reshape([2, 3], input_shape=[6]))
    model.add(tf_keras.layers.LSTM(10))
    model.add(tf_keras.layers.Dense(1, activation='sigmoid'))
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict(tf.ones((1, 6)), steps=1)
    tf_keras.backend.set_learning_phase(0)
    return model",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    model = tf_keras.Sequential()
    model.add(tf_keras.layers.Dense(6, input_shape=[10], activation='relu'))
    model.add(self._createSimpleSequentialModel())
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict(tf.ones((1, 10)), steps=1)
    return model
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"model.compile(optimizer='adam', loss='binary_crossentropy')","    y = tf_keras.layers.Concatenate()([input1, input2])
    y = tf_keras.layers.Dense(4, activation='softmax')(y)
    model = tf_keras.Model([input1, input2], y)
    model.compile(optimizer='adam', loss='binary_crossentropy')
    model.predict([tf.ones((1, 8)), tf.ones((1, 10))], steps=1)
    return model
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"save_dir = os.path.join('..', 'test_objects', 'saved_model', 'int64_multiply')","root.f = def_function.function(lambda x: root.v1 * root.v2 * x)
to_save = root.f.get_concrete_function(input_data)

save_dir = os.path.join('..', 'test_objects', 'saved_model', 'int64_multiply')
save(root, save_dir, to_save)
",path_traversal,ML-path_traversal,MEDIUM,CWE-22,Python,ML/AI,1,ML/AI:TensorFlow.js
"save_dir = os.path.join('..', 'test_objects', 'saved_model', 'uint8_multiply')","root.f = def_function.function(lambda x: root.v1 * root.v2 * tf.cast(x, tf.int32))
to_save = root.f.get_concrete_function(input_data)

save_dir = os.path.join('..', 'test_objects', 'saved_model', 'uint8_multiply')
save(root, save_dir, to_save)
",path_traversal,ML-path_traversal,MEDIUM,CWE-22,Python,ML/AI,1,ML/AI:TensorFlow.js
_TYPES = re.compile(,"    ])

# Type names
_TYPES = re.compile(
    r'^(?:'
    # [dcl.type.simple]
    r'(char(16_t|32_t)?)|wchar_t|'",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_THIRD_PARTY_HEADERS_PATTERN = re.compile(,"# - Anything not following google file name conventions (containing an
#   uppercase character, such as Python.h or nsStringAPI.h, for example).
# - Lua headers.
_THIRD_PARTY_HEADERS_PATTERN = re.compile(
    r'^(?:[^/]*[A-Z][^/]*\.h|lua\.h|lauxlib\.h|lualib\.h)$')

# Pattern for matching FileInfo.BaseName() against test file name",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
"_EMPTY_CONDITIONAL_BODY_PATTERN = re.compile(r'^\s*$', re.DOTALL)","_TEST_FILE_SUFFIX = r'(_test|_unittest|_regtest)$'

# Pattern that matches only complete whitespace, possibly across multiple lines.
_EMPTY_CONDITIONAL_BODY_PATTERN = re.compile(r'^\s*$', re.DOTALL)

# Assertion macros.  These are defined in base/logging.h and
# testing/base/public/gunit.h.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_ALT_TOKEN_REPLACEMENT_PATTERN = re.compile(,"#
# False positives include C-style multi-line comments and multi-line strings
# but those have always been troublesome for cpplint.
_ALT_TOKEN_REPLACEMENT_PATTERN = re.compile(
    r'[ =()](' + ('|'.join(_ALT_TOKEN_REPLACEMENT.keys())) + r')(?=[ (]|$)')

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_MATCH_ASM = re.compile(r'^\s*(?:asm|_asm|__asm|__asm__)',"_BLOCK_ASM = 3    # The whole block is an inline assembly block

# Match start of assembly blocks
_MATCH_ASM = re.compile(r'^\s*(?:asm|_asm|__asm|__asm__)'
                        r'(?:\s+(volatile|__volatile__))?'
                        r'\s*[{(]')
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_SEARCH_C_FILE = re.compile(r'\b(?:LINT_C_FILE|',"                        r'\s*[{(]')

# Match strings that indicate we're working on a C (not C++) file.
_SEARCH_C_FILE = re.compile(r'\b(?:LINT_C_FILE|'
                            r'vim?:\s*.*(\s*|:)filetype=c(\s*|:|$))')

# Match string that indicates we're working on a Linux Kernel file.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_SEARCH_KERNEL_FILE = re.compile(r'\b(?:LINT_KERNEL_FILE)'),"                            r'vim?:\s*.*(\s*|:)filetype=c(\s*|:|$))')

# Match string that indicates we're working on a Linux Kernel file.
_SEARCH_KERNEL_FILE = re.compile(r'\b(?:LINT_KERNEL_FILE)')

_regexp_compile_cache = {}
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_regexp_compile_cache[pattern] = sre_compile.compile(pattern),"  # performance reasons; factoring it out into a separate function turns out
  # to be noticeably expensive.
  if pattern not in _regexp_compile_cache:
    _regexp_compile_cache[pattern] = sre_compile.compile(pattern)
  return _regexp_compile_cache[pattern].match(s)

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_regexp_compile_cache[pattern] = sre_compile.compile(pattern),"    string with replacements made (or original string if no replacements)
  """"""
  if pattern not in _regexp_compile_cache:
    _regexp_compile_cache[pattern] = sre_compile.compile(pattern)
  return _regexp_compile_cache[pattern].sub(rep, s)

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_regexp_compile_cache[pattern] = sre_compile.compile(pattern),"def Search(pattern, s):
  """"""Searches the string for the pattern, caching the compiled regexp.""""""
  if pattern not in _regexp_compile_cache:
    _regexp_compile_cache[pattern] = sre_compile.compile(pattern)
  return _regexp_compile_cache[pattern].search(s)

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_RE_PATTERN_CLEANSE_LINE_ESCAPES = re.compile(,"

# Matches standard C++ escape sequences per 2.13.2.3 of the C++ standard.
_RE_PATTERN_CLEANSE_LINE_ESCAPES = re.compile(
    r'\\([abfnrtv?""\\\']|\d+|x[0-9a-fA-F]+)')
# Match a single C style comment on the same line.
_RE_PATTERN_C_COMMENTS = r'/\*(?:[^*]|\*(?!/))*\*/'",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_RE_PATTERN_CLEANSE_LINE_C_COMMENTS = re.compile(,"# end of the line. Otherwise, we try to remove spaces from the right side,
# if this doesn't work we try on left side but only if there's a non-character
# on the right.
_RE_PATTERN_CLEANSE_LINE_C_COMMENTS = re.compile(
    r'(\s*' + _RE_PATTERN_C_COMMENTS + r'\s*$|' +
    _RE_PATTERN_C_COMMENTS + r'\s+|' +
    r'\s+' + _RE_PATTERN_C_COMMENTS + r'(?=\W)|' +",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
_RE_PATTERN_INVALID_INCREMENT = re.compile(,"
# Matches invalid increment: *count++, which moves pointer instead of
# incrementing a value.
_RE_PATTERN_INVALID_INCREMENT = re.compile(
    r'^\s*\*\w+(\+\+|--);')

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow.js
