code,file_path,category,severity,cwe,confidence,language,project,is_vulnerable,context,code_length,has_exec,has_sql,has_memcpy,has_password,has_verify_false,is_test_file,is_config_file,context_length,context_has_bounds_check,severity_encoded,lang_C/C++,lang_Go,lang_JavaScript,lang_Python,cat_Buffer Overflow,cat_Command Injection,cat_Hardcoded Credentials,cat_Information Disclosure,cat_Insecure Data Transmission,cat_Insecure RPC,cat_Integer Overflow,cat_Path Traversal,cat_Private Key Exposure,cat_Race Condition,cat_SQL Injection,cat_Unchecked Return Value,cat_Use After Free,cat_Weak Cryptography
"memcpy(ctx->X,X,sizeof(X));   /* restore the counter mode key for next time */",src/crypto/skein.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        n = byteCnt - i*SKEIN_256_BLOCK_BYTES;   /* number of output bytes left to go */
        if (n >= SKEIN_256_BLOCK_BYTES)
            n  = SKEIN_256_BLOCK_BYTES;",78,0,0,1,1,0,0,0,168,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(X,ctx->X,sizeof(X));       /* keep a local copy of counter mode ""key"" */",src/crypto/skein.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    /* now output the result */
    byteCnt = (ctx->h.hashBitLen + 7) >> 3;    /* total number of output bytes */
",79,0,0,1,1,0,0,0,114,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(ctx->X,X,sizeof(X));   /* restore the counter mode key for next time */",src/crypto/skein.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        n = byteCnt - i*SKEIN_512_BLOCK_BYTES;   /* number of output bytes left to go */
        if (n >= SKEIN_512_BLOCK_BYTES)
            n  = SKEIN_512_BLOCK_BYTES;",78,0,0,1,1,0,0,0,168,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(X,ctx->X,sizeof(X));       /* keep a local copy of counter mode ""key"" */",src/crypto/skein.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    /* now output the result */
    byteCnt = (ctx->h.hashBitLen + 7) >> 3;    /* total number of output bytes */
",79,0,0,1,1,0,0,0,114,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(ctx->X,X,sizeof(X));   /* restore the counter mode key for next time */",src/crypto/skein.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        n = byteCnt - i*SKEIN1024_BLOCK_BYTES;   /* number of output bytes left to go */
        if (n >= SKEIN1024_BLOCK_BYTES)
            n  = SKEIN1024_BLOCK_BYTES;",78,0,0,1,1,0,0,0,168,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&tweak1_2, &state.hs.b[192], sizeof(tweak1_2)); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"#define VARIANT1_PORTABLE_INIT() \
  uint8_t tweak1_2[8]; \
  do if (variant == 1) \",56,0,0,1,0,0,0,0,84,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(b + AES_BLOCK_SIZE, state.hs.b + 64, AES_BLOCK_SIZE); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"#define VARIANT2_PORTABLE_INIT() \
  uint64_t division_result = 0; \
  uint64_t sqrt_result = 0; \",62,0,0,1,0,0,0,0,98,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy((dst), (src), sizeof(v4_reg)); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    lo ^= SWAP64LE(*(U64(local_hp_state + (j ^ 0x20)) + 1)); \
  } while (0)
",39,0,0,1,0,0,0,0,77,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(t, b, sizeof(uint64_t)); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
#define VARIANT4_RANDOM_MATH(a, b, r, _b, _b1) \
  do if (variant >= 4) \",33,0,0,1,0,0,0,0,74,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(b, t, sizeof(uint64_t)); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    if (sizeof(v4_reg) == sizeof(uint32_t)) \
      t[0] ^= SWAP64LE((r[0] + r[1]) | ((uint64_t)(r[2] + r[3]) << 32)); \
    else \",33,0,0,1,0,0,0,0,131,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(t, a, sizeof(uint64_t) * 2); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    if (jit) \
      (*hp_jitfunc)(r); \
    else \",37,0,0,1,0,0,0,0,51,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(a, t, sizeof(uint64_t) * 2); \",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      t[1] ^= SWAP64LE(r[0] | ((uint64_t)(r[1]) << 32)); \
    } else { \
      t[0] ^= SWAP64LE(r[2] ^ r[3]); \",37,0,0,1,0,0,0,0,112,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&state.hs, data, length);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    uint8_t *local_hp_state = hp_state;
    v4_random_math_JIT_func local_hp_jitfunc = hp_jitfunc;
",32,0,0,1,0,0,0,0,99,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    if (prehashed) {
        memcpy(&state.hs, data, length);
    } else {",41,0,0,1,0,0,0,0,74,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&local_hp_state[i * INIT_SIZE_BYTE], text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    {
        aes_expand_key(state.hs.b, expandedKey);
        for(i = 0; i < MEMORY / INIT_SIZE_BYTE; i++)",66,0,0,1,0,0,0,0,107,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&local_hp_state[i * INIT_SIZE_BYTE], text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        for(i = 0; i < MEMORY / INIT_SIZE_BYTE; i++)
        {
            for(j = 0; j < INIT_SIZE_BLK; j++)",66,0,0,1,0,0,0,0,109,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
    /* CryptoNight Step 4:  Sequentially pass through the mixing buffer and use 10 rounds
     * of AES encryption to mix the random data back into the 'text' buffer.  'text'",41,0,0,1,0,0,0,0,175,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
oaes_free((OAES_CTX **) &aes_ctx);,src/crypto/slow-hash.c,Use After Free,HIGH,CWE-416,0.7,C/C++,Electroneum,1,"            {
                xor_blocks(&text[j * AES_BLOCK_SIZE], &local_hp_state[i * INIT_SIZE_BYTE + j * AES_BLOCK_SIZE]);
                aesb_pseudo_round(&text[AES_BLOCK_SIZE * j], &text[AES_BLOCK_SIZE * j], aes_ctx->key->exp_data);",34,0,0,0,0,0,0,0,239,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"memcpy(state.init, text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"     * hash functions to apply to the data (Blake, Groestl, JH, or Skein).
     * Use this hash to squeeze the state array down
     * to the final 256 bit hash output.",41,0,0,1,0,0,0,0,168,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&state.hs, data, length);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    };

    /* CryptoNight Step 1:  Use Keccak1600 to initialize the 'state' (and 'text') buffers from the data. */",32,0,0,1,0,0,0,0,115,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    if (prehashed) {
        memcpy(&state.hs, data, length);
    } else {",41,0,0,1,0,0,0,0,74,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&local_hp_state[i * INIT_SIZE_BYTE], text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
    aes_expand_key(state.hs.b, expandedKey);
    for(i = 0; i < MEMORY / INIT_SIZE_BYTE; i++)",66,0,0,1,0,0,0,0,94,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
    /* CryptoNight Step 4:  Sequentially pass through the mixing buffer and use 10 rounds
     * of AES encryption to mix the random data back into the 'text' buffer.  'text'",41,0,0,1,0,0,0,0,175,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(state.init, text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"     * hash functions to apply to the data (Blake, Groestl, JH, or Skein).
     * Use this hash to squeeze the state array down
     * to the final 256 bit hash output.",41,0,0,1,0,0,0,0,168,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(dst, src, AES_BLOCK_SIZE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"#endif /* !aarch64 */
#endif // NO_OPTIMIZED_MULTIPLY_ON_ARM
",33,0,0,1,0,0,0,0,61,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&state.hs, data, length);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"#else
    uint8_t *long_state = (uint8_t *)malloc(MEMORY);
#endif",32,0,0,1,0,0,0,0,65,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    if (prehashed) {
        memcpy(&state.hs, data, length);
    } else {",41,0,0,1,0,0,0,0,74,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(expandedKey, aes_ctx->key->exp_data, aes_ctx->key->exp_data_len);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    VARIANT1_INIT64();
    VARIANT2_INIT64();
    VARIANT4_RANDOM_MATH_INIT();",72,0,0,1,1,0,0,0,78,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&long_state[i * INIT_SIZE_BYTE], text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    memcpy(expandedKey, aes_ctx->key->exp_data, aes_ctx->key->exp_data_len);
    for(i = 0; i < MEMORY / INIT_SIZE_BYTE; i++)
    {",62,0,0,1,0,0,0,0,131,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      }
      copy_block(b, c1);
      copy_block(a, a1);",41,0,0,1,0,0,0,0,57,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(expandedKey, aes_ctx->key->exp_data, aes_ctx->key->exp_data_len);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      copy_block(a, a1);
    }
",72,0,0,1,1,0,0,0,31,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
oaes_free((OAES_CTX **) &aes_ctx);,src/crypto/slow-hash.c,Use After Free,HIGH,CWE-416,0.7,C/C++,Electroneum,1,"            xor_blocks(&text[j * AES_BLOCK_SIZE], &long_state[i * INIT_SIZE_BYTE + j * AES_BLOCK_SIZE]);
            aesb_pseudo_round(&text[AES_BLOCK_SIZE * j], &text[AES_BLOCK_SIZE * j], expandedKey);
        }",34,0,0,0,0,0,0,0,212,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"memcpy(state.init, text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            aesb_pseudo_round(&text[AES_BLOCK_SIZE * j], &text[AES_BLOCK_SIZE * j], expandedKey);
        }
    }",41,0,0,1,0,0,0,0,113,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(dst, src, AES_BLOCK_SIZE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  ((uint64_t*)a)[1] = SWAP64LE(a1);
}
#define U64(x) ((uint64_t *) (x))",33,0,0,1,0,0,0,0,71,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&state.hs, data, length);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  size_t i, j;
  uint8_t aes_key[AES_KEY_SIZE];
  oaes_ctx *aes_ctx;",32,0,0,1,0,0,0,0,68,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  if (prehashed) {
    memcpy(&state.hs, data, length);
  } else {",41,0,0,1,0,0,0,0,66,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(aes_key, state.hs.b, AES_KEY_SIZE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    memcpy(&state.hs, data, length);
  } else {
    hash_process(&state.hs, data, length);",42,0,0,1,1,0,0,0,90,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&long_state[i * INIT_SIZE_BYTE], text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  oaes_key_import_data(aes_ctx, aes_key, AES_KEY_SIZE);
  for (i = 0; i < MEMORY / INIT_SIZE_BYTE; i++) {
    for (j = 0; j < INIT_SIZE_BLK; j++) {",62,0,0,1,0,0,0,0,147,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(text, state.init, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    }
    copy_block(b, c1);
    copy_block(a, a1);",41,0,0,1,0,0,0,0,51,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(state.init, text, INIT_SIZE_BYTE);",src/crypto/slow-hash.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    for (j = 0; j < INIT_SIZE_BLK; j++) {
      xor_blocks(&text[j * AES_BLOCK_SIZE], &long_state[i * INIT_SIZE_BYTE + j * AES_BLOCK_SIZE]);
      aesb_pseudo_round(&text[AES_BLOCK_SIZE * j], &text[AES_BLOCK_SIZE * j], aes_ctx->key->exp_data);",41,0,0,1,0,0,0,0,243,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
oaes_free((OAES_CTX **) &aes_ctx);,src/crypto/slow-hash.c,Use After Free,HIGH,CWE-416,0.7,C/C++,Electroneum,1,"  }
  memcpy(state.init, text, INIT_SIZE_BYTE);
  hash_permutation(&state.hs);",34,0,0,0,0,0,0,0,78,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"memcpy(ptr2, ptr, ctrl->bytes);",src/common/aligned.c,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
  raw = malloc(bytes + sizeof(control) + ctrl->align);
  if (!raw)",31,0,0,1,0,0,0,0,67,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
if(privateKey.size() != 32) {,src/crypto/crypto.cpp,Private Key Exposure,CRITICAL,CWE-798,0.7,C/C++,Electroneum,1,"    return sc_isnonzero(&h) == 0;
  }
",29,0,0,0,1,0,0,0,38,0,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"std::memcpy(host_, host.data(), length);",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    {
        // this is a private constructor, throw if moved to public
        assert(host.size() < sizeof(host_));",40,0,0,1,0,0,0,0,117,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, unknown_host, sizeof(unknown_host));",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
    i2p_address::i2p_address() noexcept
      : port_(0)",55,0,0,1,0,0,0,0,57,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, in.host.data(), in.host.size());",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    bool i2p_address::_load(epee::serialization::portable_storage& src, epee::serialization::section* hparent)
    {
        i2p_serialized in{};",51,0,0,1,0,0,0,0,145,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, unknown_host, sizeof(unknown_host)); // include null terminator",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            std::memset(host_ + in.host.size(), 0, sizeof(host_) - in.host.size());
            port_ = in.port;
            return true;",82,0,0,1,0,0,0,0,137,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, rhs.host_, sizeof(host_));",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    }

    i2p_address::i2p_address(const i2p_address& rhs) noexcept",45,0,0,1,0,0,0,0,68,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, rhs.host_, sizeof(host_));",src/net/i2p_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    i2p_address& i2p_address::operator=(const i2p_address& rhs) noexcept
    {
        if (this != std::addressof(rhs))",45,0,0,1,0,0,0,0,119,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(out.data(), std::addressof(temp), sizeof(temp));",src/net/socks.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            if (out.size() < buf_size)
                return 0;
",60,0,0,1,0,0,0,0,65,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
